Date,App Referrer Impressions,App Store Browse Impressions,App Store Search Impressions,Unavailable Impressions,Web Referrer Impressions,App Referrer App Units,App Store Browse App Units,App Store Search App Units,Unavailable App Units,Web Referrer App Units
6/7/2018,3465,73590,70005,0,2997,278,587,4955,42,1100
6/8/2018,3283,73620,69872,0,2775,285,558,4897,55,1048
6/9/2018,3175,74825,69670,0,2797,262,587,4953,43,1067
6/10/2018,3583,76252,76143,0,3580,305,645,5355,37,1347
6/11/2018,3190,74565,84058,0,3178,283,635,5407,27,1210
6/12/2018,3222,74837,92435,0,3523,270,655,5692,43,1345
6/13/2018,3310,73580,104675,0,3237,302,668,5900,52,1197
6/14/2018,3337,74413,99790,0,3497,347,668,5640,32,1332
6/15/2018,3188,72788,99710,0,2937,335,578,5710,33,1048
6/16/2018,3240,73107,107855,0,3023,368,538,5463,47,1088
6/17/2018,3248,72565,102170,0,3148,350,663,5423,37,1180
6/18/2018,3087,75488,102185,0,3360,388,715,5498,37,1287
6/19/2018,3600,77633,97713,0,4082,385,662,5308,32,1468
6/20/2018,3440,75548,97392,0,3202,452,703,5428,38,1188
6/21/2018,3805,73175,103372,0,2990,588,637,5665,42,1132
6/22/2018,4237,71480,112302,0,3398,688,500,5828,30,1173
6/23/2018,4512,72725,110995,0,3172,712,515,5982,32,1168
6/24/2018,3688,73857,108885,0,3122,470,493,5857,30,1280
6/25/2018,3102,69678,110433,0,3492,263,530,5868,35,1275
6/26/2018,3258,72353,125170,0,3213,292,537,5978,28,1183
6/27/2018,16988,73235,136555,0,2882,707,565,5922,30,1168
6/28/2018,8243,71953,95690,0,2963,520,513,5808,50,1238
6/29/2018,8508,71557,98082,0,2852,535,513,5638,27,1055
6/30/2018,2488,71737,86873,0,3415,212,505,5008,38,1168
7/1/2018,2757,71370,45365,0,2692,303,538,4662,20,1133
7/2/2018,2807,70215,46115,0,2597,322,533,5183,22,1117
7/3/2018,2900,72122,74077,0,2318,310,530,5320,30,967
7/4/2018,2702,69945,59820,0,2270,312,442,4703,20,942
7/5/2018,2707,67732,43048,0,2117,255,538,4620,23,907
7/6/2018,3222,76865,47210,0,2762,345,545,5597,17,1163
7/7/2018,2968,76485,45330,0,2953,298,502,4798,42,1228
7/8/2018,3248,75380,46207,0,3600,302,572,5152,18,1468
7/9/2018,2813,73535,46593,0,3167,265,587,5262,33,1343
7/10/2018,2888,75108,48908,0,7095,377,657,6232,17,3865
7/11/2018,2752,74963,45290,0,3997,367,595,5442,23,1888
7/12/2018,3052,72905,46878,0,3360,295,645,5437,20,1387
7/13/2018,3015,74652,54625,0,3568,343,677,5565,23,1522
7/14/2018,2952,73832,51208,0,3012,313,570,5097,37,1247
7/15/2018,2852,73433,44455,0,3107,307,543,5122,27,1320
7/16/2018,2595,101643,39652,0,3363,358,745,4548,23,1390
7/17/2018,3220,75883,47420,0,3122,318,627,5410,28,1285
7/18/2018,2795,75187,44475,0,2842,310,558,5213,33,1152
7/19/2018,3003,77152,44643,0,2878,307,572,5127,92,1150
7/20/2018,2853,77500,43340,0,2767,263,557,5032,162,1225
7/21/2018,2690,78112,42938,0,2938,310,555,4793,142,1200
7/22/2018,2873,79220,49753,0,3315,345,680,5438,203,1380
7/23/2018,2778,78962,48858,0,3170,317,628,5312,217,1283
7/24/2018,2615,76757,49647,0,3050,267,567,5258,433,1277
7/25/2018,2702,76068,45552,0,2695,290,567,5065,558,1142
7/26/2018,2808,74703,45160,0,3025,312,558,5217,88,1257
7/27/2018,2752,73290,43972,0,2863,320,520,5448,78,1180
7/28/2018,2895,73543,41603,0,2862,328,505,5147,52,1170
7/29/2018,2982,73345,44245,0,3098,302,578,5257,32,1313
7/30/2018,2670,74217,45612,0,2808,272,593,5043,67,1207
7/31/2018,3740,77858,47298,0,3045,385,585,5323,55,1305
8/1/2018,4387,80855,48185,0,4382,502,680,6032,45,1548
8/2/2018,3120,90928,45152,0,3228,300,643,5405,48,1223
8/3/2018,2645,119820,43465,0,3248,272,763,5177,52,1340
8/4/2018,2557,115230,43175,0,2937,300,705,5088,35,1250
8/5/2018,2917,116982,45232,0,3045,313,760,4962,33,1172
8/6/2018,2577,111108,46647,0,2900,263,693,4868,28,1210
8/7/2018,2738,111903,46512,0,3293,317,765,5158,35,1292
8/8/2018,3252,111218,45193,0,2970,322,693,4998,40,1177
8/9/2018,3488,95138,48817,0,3218,308,700,5052,30,1157
8/10/2018,2722,73478,45883,0,2748,292,563,5003,28,1100
8/11/2018,2862,73420,74342,0,3143,287,527,5490,32,1238
8/12/2018,2957,75075,95312,0,3133,257,533,5703,32,1240
8/13/2018,2490,74317,101817,0,2690,278,618,5343,28,1107
8/14/2018,2512,74242,109790,0,2765,270,555,5622,32,1038
8/15/2018,2815,73063,137103,0,2852,280,493,5797,20,1095
8/16/2018,2520,74430,136123,0,2892,248,508,5617,62,1085
8/17/2018,2335,74623,134365,0,2820,227,463,5332,63,1040
8/18/2018,2782,76073,148468,0,3073,287,503,5763,63,1122
8/19/2018,2618,76505,149422,0,3213,293,527,6320,87,1262
8/20/2018,2450,72858,127948,0,2975,295,482,5375,177,1155
8/21/2018,2450,75940,126423,0,2658,273,487,5295,380,970
8/22/2018,2882,80865,126400,0,2825,297,497,5335,453,1098
8/23/2018,94968,90313,125627,0,3075,422,503,5505,82,1175
8/24/2018,109955,82783,143217,0,3850,550,450,6985,65,1473
8/25/2018,65400,80457,146362,0,3765,543,502,7257,53,1378
8/26/2018,48303,78972,158037,0,3837,455,495,7112,47,1448
8/27/2018,35268,74035,129045,0,3330,385,463,5795,35,1328
8/28/2018,36710,74670,108198,0,3985,402,467,5768,43,1475
8/29/2018,28515,74137,117188,0,3493,390,448,5703,37,1412
8/30/2018,34642,74220,128088,0,4357,430,500,6477,28,1628
8/31/2018,31167,73625,111375,0,4133,430,447,6552,30,1497
9/1/2018,27593,75872,115705,0,4567,450,547,7097,35,1667
9/2/2018,25215,75022,119610,0,4743,515,535,7422,27,1853
9/3/2018,29480,80928,106190,0,5773,600,592,7852,30,2073
9/4/2018,17577,72265,80763,0,3695,387,490,5182,30,1392
9/5/2018,11122,69522,79378,0,2502,300,468,4375,12,910
9/6/2018,11600,68167,82992,0,2675,307,388,4423,105,1003
9/7/2018,12780,70593,86220,0,3315,262,430,4533,770,1270
9/8/2018,12970,73613,94888,0,3580,330,433,5498,100,1390
9/9/2018,11755,75063,98953,0,3533,342,520,5620,52,1453
9/10/2018,8952,68465,81898,0,2653,282,472,4773,30,1125
9/11/2018,9197,68215,80165,0,2805,282,430,4175,28,1057
9/12/2018,9160,68045,79357,0,2845,270,438,4190,28,1148
9/13/2018,9383,70170,79958,0,2722,265,492,4252,30,1045
9/14/2018,9283,72098,82575,0,3017,310,463,4382,28,1162
9/15/2018,9347,76313,91667,0,2987,318,443,5147,52,1247
9/16/2018,10283,79432,98493,0,3863,348,585,5838,40,1518
9/17/2018,9680,81065,83727,0,2905,263,495,4372,17,1057
9/18/2018,12135,90918,77498,0,2777,447,462,4090,23,990
9/19/2018,12173,93553,76410,0,2843,650,525,4490,22,1010
9/20/2018,22332,88610,88325,0,2538,815,473,4605,30,907
9/21/2018,20777,92985,94615,0,2617,823,430,4577,73,963
9/22/2018,24388,130420,108650,0,2992,915,742,5515,92,1163
9/23/2018,26317,125620,109777,0,3098,953,667,6123,50,1197
9/24/2018,28595,102478,84707,0,2925,605,482,5058,17,1122
9/25/2018,19143,99858,75572,0,2727,483,465,4637,58,1047
9/26/2018,18580,97670,72567,0,2995,458,468,4713,62,1103
9/27/2018,42597,98027,71060,0,2575,610,448,4528,83,942
9/28/2018,31245,98770,74167,0,2712,505,398,4472,132,1048
9/29/2018,46528,109808,80703,0,3018,667,460,5255,708,1180
9/30/2018,40940,113297,74850,0,3163,735,520,5477,115,1312
10/1/2018,25067,115283,75775,0,2847,488,498,4783,88,1155
10/2/2018,5393,113543,135882,0,2703,292,510,5027,50,1128
10/3/2018,249327,177523,173582,0,2853,377,497,5460,73,1028
10/4/2018,90508,134570,161875,0,2485,418,425,5488,60,948
10/5/2018,68462,147833,160482,0,2992,415,575,5518,383,1208
10/6/2018,57205,134393,171902,0,2862,412,632,6285,198,1112
10/7/2018,46792,126687,170540,0,3035,442,550,6637,83,1300
10/8/2018,52932,124792,154078,0,2923,683,578,6237,57,1173
10/9/2018,93818,139772,134135,0,2662,1128,475,5722,52,1110
10/10/2018,33345,145072,133702,0,2820,532,523,5615,62,1158
10/11/2018,31485,162342,140098,0,2975,528,595,5518,55,1167
10/12/2018,27875,196050,148398,0,2795,488,873,5737,47,1120
10/13/2018,27283,231505,186410,0,3343,520,1067,6500,58,1337
10/14/2018,24863,226172,199228,0,3460,577,1058,6763,47,1358
10/15/2018,21730,207225,161518,0,3450,563,983,6087,48,1432
10/16/2018,19538,349038,150667,0,2772,538,1060,5720,47,1163
10/17/2018,18852,357623,157573,0,2588,523,1050,6300,37,1055
10/18/2018,18193,309160,165695,0,2635,595,842,6280,47,1070
10/19/2018,16925,304030,175135,0,2818,548,662,5683,62,1122
10/20/2018,18103,276113,183917,0,3047,615,670,6368,738,1252
10/21/2018,16923,250923,188155,0,3123,560,737,7167,107,1420
10/22/2018,14187,191893,154350,0,2862,610,607,6300,52,1148
10/23/2018,14482,176890,139878,0,2783,518,503,5782,72,1078
10/24/2018,13073,196422,132970,0,2615,577,557,5528,48,1062
10/25/2018,13910,207053,133977,0,2828,537,503,5812,47,1107
10/26/2018,17120,226535,145410,0,3498,585,560,6950,58,1368
10/27/2018,16325,240227,174207,0,3965,668,673,7158,77,1545
10/28/2018,15717,253425,184088,0,3928,640,757,7442,37,1518
10/29/2018,12807,2482895,119987,0,3310,985,4552,6170,30,1422
10/30/2018,11260,1922525,103635,0,2930,785,3537,5327,43,1295
10/31/2018,11892,482742,101298,0,2508,415,1192,4788,42,997
11/1/2018,26557,399855,35053,0,2917,412,980,3957,52,1073
11/2/2018,16268,356097,43240,0,4228,537,872,5353,33,1488
11/3/2018,13800,381983,118652,0,4560,662,908,7582,47,1720
11/4/2018,13782,391278,142448,0,4758,583,968,8407,42,1798
11/5/2018,12532,237965,117113,0,4047,513,603,7592,38,1528
11/6/2018,11863,174812,108972,0,3907,448,468,6390,43,1523
11/7/2018,9765,166817,87935,0,3682,478,443,5750,32,1367
11/8/2018,9033,175602,98457,0,3740,457,413,5897,33,1453
11/9/2018,12045,174663,135590,0,4647,542,428,7420,28,1640
11/10/2018,14068,203625,149582,0,5553,628,570,8482,48,2017
11/11/2018,13267,201378,163652,0,6043,643,605,9640,23,2225
11/12/2018,13725,198882,139362,0,6063,653,588,8887,23,2293
11/13/2018,11538,179945,128920,0,5438,560,445,7955,23,1962
11/14/2018,9200,169002,133995,0,10942,637,507,7838,37,4068
11/15/2018,10383,188443,137257,0,10767,652,573,8778,32,4078
11/16/2018,13517,189483,159962,0,12868,795,582,10703,33,4868
11/17/2018,13288,251422,182603,0,10178,743,702,11348,40,3967
11/18/2018,13562,292875,189993,0,10560,858,1038,12528,43,4475
11/19/2018,13462,254262,147117,0,10180,892,1072,11510,28,4247
11/20/2018,12297,233490,105608,0,9453,818,838,9848,40,3652
11/21/2018,9535,217930,105753,0,7273,633,752,9597,53,2760
11/22/2018,11282,218973,121395,0,9753,740,852,10912,40,3457
11/23/2018,18842,620298,145825,0,12570,1233,4497,15215,97,4460
11/24/2018,11453,404448,131472,0,7635,858,1957,11562,83,3070
11/25/2018,8448,259855,107452,0,5668,670,842,8967,50,2218
11/26/2018,10907,199190,109282,0,7635,688,750,10215,43,2783
11/27/2018,7578,187857,69978,0,4913,605,535,6682,40,1820
11/28/2018,5913,174152,53645,0,3997,470,475,5513,43,1627
11/29/2018,6808,183075,53577,0,4283,535,465,5402,37,1683
11/30/2018,7168,183698,55022,0,5183,578,420,5648,30,1930
12/1/2018,6357,180230,54662,0,5690,528,563,6355,48,2033
12/2/2018,4472,185770,59448,0,5895,498,670,6968,30,2138
12/3/2018,3833,169448,47723,0,5512,378,508,5940,28,2133
12/4/2018,4673,155565,44225,0,4905,442,410,5228,27,1783
12/5/2018,4283,137380,43778,0,4253,427,463,5312,33,1500
12/6/2018,3655,127540,41347,0,3637,395,348,5307,33,1503
12/7/2018,5202,156103,68252,0,5070,593,415,5932,25,1828
12/8/2018,4712,182093,71962,0,5445,537,442,6527,38,1982
12/9/2018,5712,211660,75695,0,5618,630,618,6958,30,2048
12/10/2018,5068,168613,67412,0,5152,562,478,6192,40,1925
12/11/2018,5710,154860,65017,0,5725,623,417,5912,25,1935
12/12/2018,5970,157663,77752,0,5453,600,402,5825,23,1855
12/13/2018,5345,144988,90387,0,4508,538,357,5628,33,1537
12/14/2018,4162,109723,87245,0,3930,520,388,5408,27,1430
12/15/2018,4310,97682,99167,0,4818,767,432,6300,48,1692
12/16/2018,4688,98458,103602,0,4910,800,425,6738,38,1817
12/17/2018,6445,93108,90370,0,4798,1072,442,6103,35,1527
12/18/2018,7193,85920,76380,0,4815,1178,393,5580,22,1572
12/19/2018,3002,133617,65730,0,3955,520,363,5460,32,1447
12/20/2018,15478,178795,64362,0,4327,2033,438,5308,20,1612
12/21/2018,8277,181743,64912,0,5588,1388,432,5817,30,2295
12/22/2018,5948,186593,81472,0,9510,962,483,6823,45,4648
12/23/2018,2918,184372,78567,0,7072,607,413,6812,40,3333
12/24/2018,3238,174398,71092,0,6228,640,395,6617,52,2780
12/25/2018,3818,209457,110045,0,7775,953,517,11592,138,3120
12/26/2018,4990,245155,129600,0,7897,1163,763,14620,50,3883
12/27/2018,4593,271065,114723,0,7107,955,718,10817,67,3423
12/28/2018,4035,243140,130797,0,6123,865,623,10460,45,2888
12/29/2018,3502,237087,64175,0,5897,768,635,8448,47,2743
12/30/2018,3878,250867,59152,0,5882,712,567,7965,33,2790
12/31/2018,3200,239878,62338,0,5303,702,608,6777,32,2428
1/1/2019,3505,224993,86270,0,4523,548,412,6182,15,2075
1/2/2019,3542,246003,94538,0,5188,687,555,7755,22,2478
1/3/2019,2515,241590,140962,0,4575,663,545,7795,33,2210
1/4/2019,2620,237072,124650,0,4872,662,488,7450,32,2137
1/5/2019,14037,248317,77517,0,4578,2638,598,6697,43,1977
1/6/2019,15135,260933,76207,0,4748,2820,577,7087,25,2195
1/7/2019,11765,226147,64005,0,4015,2292,502,5523,18,1770
1/8/2019,14922,226732,66243,0,3793,2470,467,5318,30,1620
1/9/2019,15597,220488,67475,0,3783,2660,517,5357,32,1620
1/10/2019,13920,207473,93217,0,3525,2337,452,5437,35,1490
1/11/2019,11350,195958,158657,0,3572,1910,405,6177,40,1512
1/12/2019,13855,230220,234617,0,4212,2135,440,7892,38,1752
1/13/2019,17295,249060,207987,0,4300,2728,582,8378,40,1862
1/14/2019,12115,214928,137112,0,3593,2123,467,6263,27,1545
1/15/2019,17115,207485,125693,0,3217,2727,453,5522,25,1378
1/16/2019,16565,205848,131830,0,3213,2528,437,5565,35,1320
1/17/2019,13208,203162,136087,0,2830,1898,353,5878,30,1158
1/18/2019,16183,198863,132780,0,3045,2443,392,5642,117,1162
1/19/2019,15148,227327,162100,0,3480,2443,445,6550,143,1388
1/20/2019,20128,243983,161988,0,3665,2978,552,7247,173,1527
1/21/2019,16047,212267,158653,0,3505,2450,512,6968,252,1495
1/22/2019,15527,194447,135415,0,3245,2360,423,5780,2333,1417
1/23/2019,126115,206510,139235,0,3072,2443,367,5850,1033,1168
1/24/2019,101590,202722,133497,0,2838,2065,367,5525,132,1120
1/25/2019,72788,199510,138532,0,2907,2367,395,5742,83,1207
1/26/2019,66587,223915,162540,0,4950,2535,490,6702,87,2053
1/27/2019,53605,230072,166932,0,4382,2542,522,6990,58,1868
1/28/2019,43330,207498,134723,0,3527,1940,442,5922,80,1470
1/29/2019,38392,202670,133352,0,3077,2137,440,5648,62,1272
1/30/2019,37828,199393,138080,0,3167,2543,417,5897,53,1328
1/31/2019,35567,191572,145782,0,3367,1605,387,5632,47,1303
2/1/2019,23397,186930,147652,0,3192,830,353,5330,42,1213
2/2/2019,30530,217755,148690,0,3207,2168,433,6405,53,1383
2/3/2019,25540,208198,147062,0,3507,1687,443,6632,47,1532
2/4/2019,22097,185840,123838,0,3027,1642,460,5547,23,1297
2/5/2019,20988,197120,121305,0,2842,1600,450,5245,27,1182
2/6/2019,21162,192747,111033,0,2762,1620,405,5237,23,1215
2/7/2019,21628,192755,132387,0,3005,1922,418,5172,32,1287
2/8/2019,18363,177628,109012,0,3285,1448,352,4780,60,1277
2/9/2019,20628,196178,134195,0,3423,1807,392,5638,67,1405
2/10/2019,21740,217510,138098,0,3583,1973,493,6395,88,1532
2/11/2019,17772,197083,115015,0,3317,1550,402,5357,112,1333
2/12/2019,18737,199997,118782,0,3065,1930,383,5215,143,1290
2/13/2019,16472,194773,130445,0,3080,1872,400,5227,243,1255
2/14/2019,14332,192192,123388,0,2758,1600,348,4650,322,1105
2/15/2019,19767,192370,134918,0,2822,1873,372,5103,58,1058
2/16/2019,20003,222180,156235,0,3542,1797,463,5797,45,1365
2/17/2019,19470,228515,156493,0,3813,2030,475,6560,53,1590
2/18/2019,18402,226163,151403,0,4022,1932,470,6650,47,1710
2/19/2019,18148,223168,120698,0,3617,1930,428,5468,38,1447
2/20/2019,16738,214498,114522,0,3352,1945,390,5522,23,1397
2/21/2019,15620,200400,110758,0,3197,1657,445,5237,37,1315
2/22/2019,18848,202130,130580,0,3405,2005,400,5373,33,1375
2/23/2019,14995,243327,159212,0,3410,1808,473,6187,38,1368
2/24/2019,19132,243220,172767,0,4223,2090,552,6655,42,1757
2/25/2019,13825,206388,155053,0,3118,1655,442,6080,42,1287
2/26/2019,12513,198512,142657,0,2975,1382,375,5463,43,1268
2/27/2019,10013,202202,142345,0,3243,990,413,5442,45,1343
2/28/2019,9783,195990,31833,0,3185,903,480,4118,50,1333
3/1/2019,7530,192035,90752,0,3072,625,405,5098,35,1238
3/2/2019,7238,215258,152155,0,3740,537,440,6460,82,1555
3/3/2019,16448,239877,202120,0,3858,1718,577,7188,93,1597
3/4/2019,11613,206067,184958,0,3312,1302,432,6567,118,1340
3/5/2019,14472,196703,166302,0,3813,1510,420,6045,515,1512
3/6/2019,10618,200630,138443,0,3418,1275,400,5618,77,1435
3/7/2019,11422,199940,111157,0,3605,1320,1532,4190,47,1448
3/8/2019,11627,182732,110143,0,4083,802,5803,338,43,1633
3/9/2019,10822,208260,121425,0,4297,940,6477,327,57,1680
3/10/2019,12755,232375,130108,0,4187,1180,7122,378,38,1775
3/11/2019,10710,207910,104353,0,3623,947,5965,285,48,1515
3/12/2019,10183,205375,79323,0,3558,1043,5335,312,27,1453
3/13/2019,9788,199173,77798,0,3698,965,5293,275,40,1498
3/14/2019,10435,197662,77427,0,3505,917,5360,317,40,1340
3/15/2019,10185,187197,84658,0,4932,913,5467,260,28,1910
3/16/2019,10307,207288,85630,0,4208,1023,4368,1830,37,1675
3/17/2019,10468,220115,85262,0,4082,927,965,5510,32,1610
3/18/2019,9883,200390,78098,0,3552,990,827,4815,32,1412
3/19/2019,12898,185708,84820,0,3523,1027,805,4870,32,1412
3/20/2019,14802,189670,79753,0,3233,1187,857,4755,32,1213
3/21/2019,17563,205435,88058,0,3500,1400,950,5047,40,1323
3/22/2019,16512,194550,93205,0,3437,1218,992,5103,55,1210
3/23/2019,10432,209548,100438,0,3515,862,925,5503,673,1352
3/24/2019,11225,228345,100827,0,3680,1080,1125,5723,107,1475
3/25/2019,9738,247273,88487,0,3285,875,973,4915,35,1360
3/26/2019,17387,272600,86625,0,3007,1388,892,4728,37,1165
3/27/2019,25053,225130,81425,0,3023,2112,942,4555,45,1275
3/28/2019,17553,195232,87652,0,2798,1550,903,4700,38,1158
3/29/2019,15945,196213,103623,0,2722,1250,863,4705,42,1127
3/30/2019,17572,230393,107943,0,2987,1313,1037,5250,47,1242
3/31/2019,17600,233967,89143,0,3173,1350,1062,5325,40,1303
4/1/2019,3487,178997,29613,0,2890,87,840,3787,28,1190
4/2/2019,9567,173233,75787,0,3077,690,905,4422,18,1200
4/3/2019,21635,168510,99578,0,3450,2315,908,5465,32,1328
4/4/2019,21627,166858,97468,0,3193,2330,1028,5045,57,1272
4/5/2019,21340,170025,95108,0,3333,2247,1033,5070,63,1250
4/6/2019,20028,187918,114835,0,4470,2032,1162,5608,70,1630
4/7/2019,20522,185698,120863,0,3790,2072,1138,5450,82,1363
4/8/2019,20262,179670,116242,0,2997,2030,940,4812,135,1105
4/9/2019,17673,183437,126132,0,3297,1900,882,4772,265,1338
4/10/2019,19370,176730,123475,0,3688,2010,938,4868,45,1448
