Date,App Referrer Impressions,App Store Browse Impressions,App Store Search Impressions,Unavailable Impressions,Web Referrer Impressions,App Referrer App Units,App Store Browse App Units,App Store Search App Units,Unavailable App Units,Web Referrer App Units
5/28/2020,9437,23105,134007,0,7740,1575,347,7303,52,1730
5/29/2020,7950,22888,147677,0,7830,1292,318,7227,67,1653
5/30/2020,8548,21380,338862,0,7550,1367,420,6903,37,1557
5/31/2020,7487,20047,325662,0,7242,1305,388,6570,28,1377
6/1/2020,3543,20045,125518,0,8228,628,198,6242,23,1418
6/2/2020,2867,20645,250520,0,7315,518,303,6607,38,1260
6/3/2020,4207,21755,446640,0,7362,683,290,7773,53,1488
6/4/2020,3080,22425,274367,0,7707,572,327,6655,50,1257
6/5/2020,2923,22305,253815,0,9383,532,277,6665,38,1480
6/6/2020,2690,21260,115702,0,8608,487,302,6320,35,1273
6/7/2020,2747,20607,120287,0,8635,535,250,6050,35,1270
6/8/2020,2483,20025,118452,0,7483,512,237,6035,27,1232
6/9/2020,5255,22382,119230,0,6973,893,302,6332,38,1358
6/10/2020,7962,22880,124213,0,7617,1352,378,7025,35,1387
6/11/2020,7572,27028,379043,0,8035,1257,380,6617,45,1402
6/12/2020,7630,23633,119002,0,7645,1302,320,6432,28,1345
6/13/2020,7580,22158,126178,0,7585,1277,267,6162,38,1287
6/14/2020,8807,21517,123372,0,7813,1320,313,6645,33,1310
6/15/2020,9960,22195,128823,0,7567,1478,382,6670,32,1423
6/16/2020,9600,22995,149278,0,7628,1540,332,6578,38,1375
6/17/2020,13077,23563,143338,0,7723,1695,382,6780,42,1402
6/18/2020,11557,23463,151263,0,7283,1500,355,6623,48,1250
6/19/2020,2780,22443,151753,0,8517,512,250,6058,47,1057
6/20/2020,6968,21035,183345,0,8588,987,255,6310,48,1113
6/21/2020,12845,20508,168160,0,8675,1568,297,6087,27,1048
6/22/2020,13488,22753,174873,0,8350,1930,385,6395,15,1152
6/23/2020,10963,26933,175527,0,8655,1837,333,6900,42,1230
6/24/2020,11405,25382,173752,0,8223,1707,362,6598,57,1290
6/25/2020,10200,24395,179247,0,8008,1385,302,6682,48,1180
6/26/2020,10335,23808,902973,0,8535,1518,603,6487,50,1117
6/27/2020,9720,23183,155438,0,9332,1463,328,6167,65,1422
6/28/2020,10423,22522,124752,0,8953,1563,293,6090,55,1182
6/29/2020,11485,22802,78032,0,8612,1578,322,5780,28,1315
6/30/2020,13213,23873,116405,0,8162,1887,340,6107,47,1352
7/1/2020,7875,24368,141000,0,9693,1082,270,6630,42,1167
7/2/2020,12787,23975,126292,0,8643,1823,353,6230,45,1150
7/3/2020,9955,23252,125067,0,10188,1455,335,6218,67,1400
7/4/2020,9268,20405,108283,0,9645,1280,300,5485,42,1083
7/5/2020,9875,20263,106307,0,9998,1385,287,5333,22,1038
7/6/2020,10478,22162,134022,0,9582,1548,337,6380,30,1225
7/7/2020,5037,22772,140667,0,6185,757,287,5780,45,1163
7/8/2020,6223,23970,138555,0,8453,973,317,6650,45,2110
7/9/2020,11610,24377,114658,0,7330,1698,403,5823,45,1173
7/10/2020,10068,24885,120377,0,6985,1653,283,5465,42,1063
7/11/2020,10255,23135,120952,0,7345,1585,263,5372,47,1177
7/12/2020,10255,21148,111148,0,7578,1727,255,5468,30,1148
7/13/2020,11738,21223,114452,0,7312,1900,273,5512,18,1018
7/14/2020,10420,21880,114985,0,7692,1822,272,5453,33,1142
7/15/2020,131407,29837,126725,0,7490,2090,288,6000,37,1103
7/16/2020,108648,29907,136863,0,7603,2175,293,6317,37,1172
7/17/2020,67302,26872,118672,0,7020,1723,283,5802,47,1085
7/18/2020,53238,24722,111703,0,7847,1715,262,5508,33,1193
7/19/2020,46853,23382,126225,0,8072,1735,268,5678,23,1115
7/20/2020,43220,24383,127455,0,7347,2067,305,5825,15,1042
7/21/2020,39517,24728,126800,0,7573,1837,323,6132,40,1152
7/22/2020,35695,24638,130118,0,8343,1923,292,6732,38,1092
7/23/2020,34727,23327,252600,0,8198,1875,337,6768,52,1185
7/24/2020,30808,23513,399250,0,7930,1775,392,6702,28,1102
7/25/2020,28865,21918,126267,0,8082,1760,277,5982,33,1173
7/26/2020,29823,21890,128532,0,9817,1830,258,5790,23,1317
7/27/2020,27953,22070,133935,0,9267,1892,313,5768,22,1090
7/28/2020,26937,21970,139058,0,8773,1808,272,5905,25,1245
7/29/2020,29697,22752,147162,0,8670,1705,327,6307,42,1210
7/30/2020,24208,22473,149693,0,7928,1655,280,6197,30,1140
7/31/2020,23492,21793,150103,0,8838,1597,263,5820,43,1205
8/1/2020,17235,22233,137320,0,11420,1105,285,5432,25,1990
8/2/2020,21260,22145,148007,0,9990,1545,252,5775,20,1538
8/3/2020,22623,21447,138568,0,7817,1875,282,5550,22,1298
8/4/2020,20533,21937,130927,0,5875,1708,277,5957,25,1492
8/5/2020,20362,23342,133108,0,7138,1750,268,5557,38,1387
8/6/2020,18132,23287,162090,0,9648,1597,278,5698,33,1383
8/7/2020,19628,22810,158835,0,10737,1642,272,5688,43,1515
8/8/2020,18590,23225,145867,0,10877,1705,242,5720,28,1380
8/9/2020,18947,22390,144627,0,11848,1798,293,5608,33,1388
8/10/2020,17102,21843,139787,0,10537,1730,228,5470,17,1363
8/11/2020,17260,22413,137135,0,11172,1730,288,5350,32,1348
8/12/2020,17488,22855,131648,0,10787,1808,325,5462,27,1457
8/13/2020,17803,22492,136842,0,11645,1673,253,5345,20,1415
8/14/2020,17848,20762,143372,0,9978,1590,260,5723,33,1705
8/15/2020,16307,20850,164047,0,9162,1470,252,5928,25,1690
8/16/2020,16442,21012,160748,0,9968,1530,285,6215,27,1738
8/17/2020,14343,20280,157493,0,8267,1428,238,5675,28,1583
8/18/2020,14532,21157,140685,0,7885,1422,255,5258,25,1578
8/19/2020,16882,20757,145635,0,7860,1803,238,5603,20,1438
8/20/2020,15833,21132,152107,0,7223,1588,238,5277,50,1407
8/21/2020,14410,20240,140157,0,7232,1522,255,5385,45,1385
8/22/2020,16123,20722,154557,0,8350,1682,262,5457,35,1642
8/23/2020,18220,20590,145465,0,9073,1912,265,6057,22,1703
8/24/2020,15380,19537,137595,0,7905,1718,217,5403,27,1397
8/25/2020,15022,19652,129713,0,7258,1678,242,4768,37,1205
8/26/2020,13648,19812,132888,0,7268,1512,245,5013,28,1270
8/27/2020,15045,20617,135725,0,7150,1698,228,5118,13,1308
8/28/2020,10142,20480,130035,0,6918,1065,210,4860,33,1160
8/29/2020,5622,20672,136743,0,11787,440,143,4878,27,1322
8/30/2020,6243,19838,148742,0,10182,508,143,5245,20,1393
8/31/2020,5672,20787,141685,0,8647,448,162,5063,12,1125
9/1/2020,5685,22117,97010,0,8972,435,188,4778,27,1148
9/2/2020,5615,21190,103800,0,8735,468,170,5315,23,1245
9/3/2020,6423,20607,98945,0,7690,507,163,5465,17,1325
9/4/2020,11420,20245,91035,0,8475,1163,198,5233,27,1485
9/5/2020,15980,19833,95273,0,8353,1763,262,5022,38,1410
9/6/2020,15238,19402,89517,0,8963,1608,248,5090,23,1402
9/7/2020,14162,19577,90087,0,8718,1492,255,5435,30,1477
9/8/2020,13927,19783,85923,0,8325,1582,258,4725,27,1305
9/9/2020,13940,20358,86875,0,7852,1542,248,4725,27,1233
9/10/2020,12917,19743,84160,0,7672,1507,258,4715,25,1395
9/11/2020,13333,20258,82662,0,7398,1400,245,4855,18,1350
9/12/2020,12530,20330,91687,0,8613,1240,223,5125,37,1632
9/13/2020,13238,19308,88195,0,9035,1320,248,5523,22,1692
9/14/2020,13158,19482,80310,0,8015,1508,242,5073,15,1372
9/15/2020,13858,21500,84072,0,8130,1565,287,4843,28,1333
9/16/2020,13278,23800,80997,0,7763,1585,242,4618,28,1137
9/17/2020,12365,36008,86547,0,7692,1238,298,4523,27,1207
9/18/2020,13375,33180,90575,0,8298,1307,228,4585,15,1075
9/19/2020,13510,29150,93140,0,8885,1472,292,5030,20,1422
9/20/2020,14800,28918,94880,0,9197,1642,282,5467,22,1315
9/21/2020,15870,28633,98353,0,8565,1757,297,5358,25,1227
9/22/2020,13257,27928,96425,0,8822,1368,253,4755,28,1112
9/23/2020,11788,26117,92833,0,7473,1360,290,4687,28,1090
9/24/2020,11670,25058,85630,0,7948,1317,248,4510,22,1200
9/25/2020,12487,24603,75128,0,7460,1453,273,4238,22,1258
9/26/2020,13097,23553,77268,0,7387,1590,290,4282,27,1237
9/27/2020,15543,22703,78712,0,8640,1823,355,4745,30,1512
9/28/2020,13575,23017,76973,0,7657,1677,252,4505,23,1252
9/29/2020,13098,24478,75195,0,7990,1535,282,4442,13,1182
9/30/2020,12918,22702,82665,0,7645,1377,253,4287,17,1162
10/1/2020,7437,23235,78835,0,8530,758,217,4192,25,1177
10/2/2020,6785,21238,80212,0,8008,805,215,4215,25,1137
10/3/2020,7498,20463,85833,0,8868,943,187,4323,18,1242
10/4/2020,8613,20312,87737,0,9988,1045,217,4538,28,1483
10/5/2020,7235,19492,82765,0,8717,945,200,4662,17,1132
10/6/2020,7623,19903,85787,0,7318,1020,223,4415,12,1057
10/7/2020,7845,20000,87200,0,4987,1025,183,4378,23,1163
10/8/2020,8055,20312,86615,0,5425,1043,200,4383,23,1188
10/9/2020,8185,20220,91707,0,5262,1058,165,4352,17,1160
10/10/2020,8065,19908,92510,0,5825,1030,202,4332,18,1282
10/11/2020,8602,19460,92320,0,5837,1148,213,4858,12,1358
10/12/2020,8327,19453,92802,2,5558,1133,213,4777,23,1247
10/13/2020,7282,20055,88367,0,5873,943,172,4527,15,1088
10/14/2020,7095,22833,90883,0,5085,922,187,4355,23,1153
10/15/2020,8105,22248,91742,0,5727,1052,207,4300,17,1123
10/16/2020,7880,21000,96308,0,5640,988,190,4325,10,1108
10/17/2020,8488,20223,89818,0,6135,1083,190,4252,12,1325
10/18/2020,8937,19707,95040,0,6807,1170,213,5033,17,1487
10/19/2020,9122,19507,90873,0,6543,1203,213,4610,10,1417
10/20/2020,9100,19807,86512,0,5880,1192,202,4555,17,1193
10/21/2020,8703,19815,89877,0,5782,1198,205,4540,18,1163
10/22/2020,8345,21443,89785,0,5098,1085,215,4858,13,1028
10/23/2020,8407,22392,91743,0,5068,1092,203,4172,60,1008
10/24/2020,7995,22903,107060,0,5533,1037,195,4332,97,1077
10/25/2020,9132,21258,107285,0,6007,1182,187,4612,42,1277
10/26/2020,8138,21623,106848,0,5370,1038,205,4778,20,1090
10/27/2020,9655,23150,107143,0,5143,1302,217,4318,43,1042
10/28/2020,8500,22050,94430,0,5087,1135,175,4142,47,1020
10/29/2020,8192,21935,104250,0,5287,1025,162,4565,37,1012
10/30/2020,9570,22623,120805,3,7145,1118,195,5363,63,1372
10/31/2020,8553,21433,111633,0,10365,1085,200,4785,50,1372
11/1/2020,8853,22928,115877,0,7282,1037,197,4895,25,1312
11/2/2020,13208,24927,134775,5,6047,1633,267,5682,25,1332
11/3/2020,15062,45693,133337,0,6002,1698,372,5662,38,1422
11/4/2020,14383,28795,124495,5,5395,1658,283,4918,43,1235
11/5/2020,13043,40703,132302,0,6837,1702,317,5633,40,1572
11/6/2020,12285,73762,140117,2,6843,1572,445,5987,43,1708
11/7/2020,13120,76977,134482,0,11092,1618,472,5827,40,1455
11/8/2020,13725,81547,144743,0,10090,1728,513,6208,15,1678
11/9/2020,13692,77023,160043,0,9315,1725,462,6692,25,1788
11/10/2020,12513,80165,147473,2,8188,1723,545,5832,25,1818
11/11/2020,11245,76625,156288,7,6667,1548,423,5377,42,1517
11/12/2020,10998,75900,160560,2,6112,1597,477,5317,27,1403
11/13/2020,10898,66405,148120,2,5770,1430,427,5462,122,1583
11/14/2020,11130,73508,204625,3,6747,1460,413,6178,237,1728
11/15/2020,12065,78230,175942,3,9108,1690,512,6465,75,2723
11/16/2020,10720,66217,149763,2,8245,1583,490,6223,58,2227
11/17/2020,10087,60590,137580,0,7625,1487,448,5990,87,1953
11/18/2020,10660,54270,147702,0,7967,1728,438,6378,72,2107
11/19/2020,11070,62557,155212,2,10220,1697,562,7560,65,3060
11/20/2020,10350,72252,147335,0,9022,1715,540,8258,72,2815
11/21/2020,11482,74760,150782,0,8700,920,332,4062,28,1385
11/22/2020,12622,72717,168363,2,10232,2052,625,9807,42,3540
11/23/2020,11543,64510,147088,0,9042,1848,572,9095,40,2680
11/24/2020,11473,67352,134893,0,8285,1013,333,4738,45,1218
11/25/2020,10895,74133,140947,0,8305,1693,575,7580,77,2128
11/26/2020,11252,156997,117770,0,8240,1608,718,7607,50,1955
11/27/2020,14653,446410,206392,0,13525,920,918,5263,12,1537
11/28/2020,12558,294730,165543,0,10088,1735,977,8833,82,2120
11/29/2020,11088,231053,136630,0,7908,1432,663,7092,47,1738
11/30/2020,10437,213127,191558,0,9792,1488,632,8313,57,2083
12/1/2020,7367,215892,144070,0,7887,1073,527,6373,88,1687
12/2/2020,5228,219748,115208,2,5552,758,545,5158,52,1082
12/3/2020,5443,205700,97525,0,6707,738,595,5390,82,1488
12/4/2020,3912,203853,100198,0,6848,555,463,5317,73,1480
12/5/2020,4403,219108,111003,0,14617,627,605,6427,65,3573
12/6/2020,4680,222875,100933,0,12593,645,578,5823,45,2947
12/7/2020,4080,200083,94952,2,7375,590,498,5248,50,1617
12/8/2020,3947,202075,94445,0,6897,573,500,5283,92,1390
12/9/2020,4270,205620,96568,0,7278,627,517,5450,73,1472
12/10/2020,4113,194800,90740,0,6940,645,508,5110,72,1443
12/11/2020,3680,176362,92373,2,5860,503,462,4742,60,1190
12/12/2020,3712,195848,92140,2,6067,570,490,4828,63,1258
12/13/2020,4155,195498,97240,0,6438,645,442,5197,45,1342
12/14/2020,3473,182098,95388,2,5570,568,432,4755,52,1235
12/15/2020,3730,181207,100128,0,5395,515,417,4980,50,1148
12/16/2020,3588,177022,96837,0,5553,540,420,4817,50,1170
12/17/2020,3513,173955,96987,2,5243,560,408,4767,57,1070
12/18/2020,3428,163702,110112,0,5062,530,358,4827,58,1060
12/19/2020,4157,172890,112075,0,6058,617,393,5373,67,1310
12/20/2020,4685,173673,113585,2,7615,702,398,5998,48,1698
12/21/2020,4263,160828,115703,0,6840,600,377,5782,38,1508
12/22/2020,4053,162703,114637,0,5982,645,403,5318,45,1287
12/23/2020,3727,158472,108082,0,5458,590,393,5095,55,1185
12/24/2020,3747,158875,101813,0,4907,552,315,5072,72,1067
12/25/2020,4685,214860,126700,2,4805,865,477,7970,197,1162
12/26/2020,6130,228645,180300,2,7637,1120,635,10457,83,1907
12/27/2020,5480,227255,164835,0,7263,957,588,9238,93,1890
12/28/2020,4740,203762,146375,0,6743,863,518,7855,65,1670
12/29/2020,4105,198142,135535,0,5545,707,505,7000,58,1390
12/30/2020,3938,191292,130148,0,5917,682,478,6783,88,1377
12/31/2020,3797,170903,116272,0,5725,628,405,5975,113,1303
1/1/2021,9407,181022,107883,0,6928,1157,422,5355,52,1318
1/2/2021,14145,195700,147017,0,7383,1850,555,7065,37,1563
1/3/2021,12362,193883,151288,0,7480,1568,538,6963,45,1608
1/4/2021,8437,177995,139503,3,8217,1205,470,6645,45,1763
1/5/2021,9452,170163,118035,0,7672,1295,422,6172,72,1573
1/6/2021,10657,162007,119940,2,6940,1373,473,5888,45,1343
1/7/2021,2813,162373,107447,0,6268,470,403,5067,65,1178
1/8/2021,3382,172115,113203,0,6235,548,338,5132,60,1132
1/9/2021,10628,194938,121522,2,6545,1372,460,5433,33,1267
1/10/2021,11312,204092,117143,0,6302,1620,450,5600,28,1235
1/11/2021,9108,171592,115668,0,5390,1282,440,5120,32,1108
1/12/2021,8827,169133,107680,0,4843,1253,423,4995,52,997
1/13/2021,8675,166138,107927,0,4910,1245,435,4783,35,962
1/14/2021,8582,170290,108078,2,5000,1220,383,4752,47,1045
1/15/2021,8037,168387,117505,0,5182,1153,430,4920,37,1163
1/16/2021,8572,182822,113668,0,5725,1260,445,5172,48,1238
1/17/2021,8993,179400,120223,0,5933,1317,385,5452,28,1300
1/18/2021,8608,174375,122168,0,6025,1238,400,5570,28,1407
1/19/2021,7932,158580,112588,0,5375,1085,368,5132,23,1228
1/20/2021,5082,155552,112843,0,4918,727,393,4485,43,1037
1/21/2021,5897,155268,112835,0,5175,868,418,4302,32,958
1/22/2021,8148,159722,106085,0,5665,1140,340,4692,30,1078
1/23/2021,8955,178467,116610,0,6785,1263,475,5055,37,1333
1/24/2021,10013,177953,120773,0,6362,1428,452,5570,18,1317
1/25/2021,8483,161292,111768,0,5825,1150,412,5038,25,1208
1/26/2021,8607,164088,106302,0,5683,1220,392,4865,40,1087
1/27/2021,7835,165178,101690,0,5477,1140,412,4648,27,1042
1/28/2021,7453,165797,104803,0,5333,1140,368,4435,17,1033
1/29/2021,8567,165550,98653,0,5790,1133,430,4468,20,1085
1/30/2021,9015,173295,104423,0,6448,1278,503,4847,20,1258
1/31/2021,7193,170530,132592,0,6517,1023,467,5152,25,1360
2/1/2021,7475,146270,94433,2,7412,1140,387,4995,8,1648
